net,length_um
_0259_,2.025
_0291_,2.025
_0349_,2.025
_0402_,2.025
_0420_,2.025
_0435_,2.025
_0445_,2.025
_0448_,2.025
_0481_,2.025
_0483_,2.025
_0503_,2.025
_0509_,2.025
_0512_,2.025
_0563_,2.025
_0569_,2.025
_0573_,2.025
_0584_,2.025
_0600_,2.025
_0602_,2.025
_0615_,2.025
_0630_,2.025
_0664_,2.025
_0715_,2.025
_0732_,2.025
_0736_,2.025
_0782_,2.025
_0784_,2.025
_0787_,2.025
_0801_,2.025
_0807_,2.025
_0821_,2.025
_0831_,2.025
_0836_,2.025
_0845_,2.025
_0861_,2.025
_0862_,2.025
_0872_,2.025
_0875_,2.025
_0891_,2.025
_0893_,2.025
_0903_,2.025
_0911_,2.025
_0919_,2.025
_0933_,2.025
_0946_,2.025
_0947_,2.025
_0968_,2.025
_0976_,2.025
_0977_,2.025
_0980_,2.025
_0996_,2.025
_1007_,2.025
_1437_,1.94
_1553_,1.94
_1690_,1.94
_1864_,1.94
_1990_,1.94
_2112_,1.94
_2673_,1.94
_2700_,1.94
net228,1.94
net252,1.94
net271,1.94
net281,1.94
net329,1.94
net330,1.94
net331,1.94
net347,1.94
net408,1.94
net497,1.94
net501,1.94
net590,1.94
net594,1.94
net725,1.94
net767,1.94
net797,1.94
net807,1.94
net815,1.94
net894,1.94
net901,1.94
net904,1.94
net924,1.94
net972,1.94
net1002,1.94
net1046,1.94
net1084,1.94
net1112,1.94
net1117,1.94
_0986_,1.92
_0034_,1.915
_0258_,1.915
_0393_,1.915
_0640_,1.915
_0662_,1.915
_0880_,1.915
_0017_,1.865
_0022_,1.865
_0023_,1.865
_0059_,1.865
_0103_,1.865
_0144_,1.865
_0153_,1.865
_0173_,1.865
_0252_,1.865
_0267_,1.865
_0279_,1.865
_0303_,1.865
_0351_,1.865
_0368_,1.865
_0383_,1.865
_0401_,1.865
_0464_,1.865
_0465_,1.865
_0467_,1.865
_0477_,1.865
_0523_,1.865
_0538_,1.865
_0550_,1.865
_0581_,1.865
_0590_,1.865
_0598_,1.865
_0680_,1.865
_0689_,1.865
_0691_,1.865
_0745_,1.865
_0754_,1.865
_0760_,1.865
_0772_,1.865
_0775_,1.865
_0781_,1.865
_0811_,1.865
_0843_,1.865
_0851_,1.865
_0865_,1.865
_0878_,1.865
_0884_,1.865
_0887_,1.865
_0889_,1.865
_0912_,1.865
_0973_,1.865
_0998_,1.865
_1308_,1.84
_1453_,1.84
_1868_,1.84
_1971_,1.84
_2178_,1.84
_2482_,1.84
_2608_,1.84
_2666_,1.84
_2744_,1.84
net309,1.84
net392,1.84
net401,1.84
net449,1.84
net456,1.84
net458,1.84
net476,1.84
net498,1.84
net506,1.84
net514,1.84
net568,1.84
net570,1.84
net580,1.84
net597,1.84
net653,1.84
net691,1.84
net693,1.84
net695,1.84
net703,1.84
net721,1.84
net731,1.84
net742,1.84
net755,1.84
net761,1.84
net777,1.84
net804,1.84
net861,1.84
net868,1.84
net877,1.84
net878,1.84
net882,1.84
net897,1.84
net906,1.84
net908,1.84
net919,1.84
net936,1.84
net943,1.84
net954,1.84
net966,1.84
net968,1.84
net990,1.84
net997,1.84
net1004,1.84
net1011,1.84
net1012,1.84
net1013,1.84
net1025,1.84
net1026,1.84
net1030,1.84
net1040,1.84
net1058,1.84
net1071,1.84
net1076,1.84
net1092,1.84
net1095,1.84
net1099,1.84
net1106,1.84
net1109,1.84
net1115,1.84
net1126,1.84
net1151,1.84
net1169,1.84
net1171,1.84
net1181,1.84
net1201,1.84
net1204,1.84
net1219,1.84
_1767_,1.82
_2510_,1.72
_2658_,1.72
_1397_,1.7
_1503_,1.7
_1511_,1.7
_1670_,1.7
_2301_,1.7
_2366_,1.7
_2516_,1.7
_2627_,1.7
_2640_,1.7
_2696_,1.7
_2796_,1.7
_3171_,1.7
_3176_,1.7
_3262_,1.7
_3287_,1.7
_3499_,1.7
_3554_,1.7
_3571_,1.7
net424,1.7
net813,1.7
net907,1.7
net1036,1.7
_2512_,1.6
_2593_,1.6
_2730_,1.6
_2743_,1.6
_2943_,1.6
_2981_,1.6
_3077_,1.6
_3090_,1.6
_3106_,1.6
_3141_,1.6
_3160_,1.6
_3168_,1.6
_3211_,1.6
_3245_,1.6
_3297_,1.6
_3298_,1.6
_3316_,1.6
_3323_,1.6
_3324_,1.6
_3530_,1.6
_3596_,1.6
_3600_,1.6
_3601_,1.6
_3606_,1.6
_3618_,1.6
_3641_,1.6
_3776_,1.6
_3812_,1.6
_3864_,1.6
_3897_,1.6
_3921_,1.6
_3958_,1.6
_3980_,1.6
_3982_,1.6
_4061_,1.6
_4070_,1.6
_0043_,1.575
_0075_,1.575
_0134_,1.575
_0191_,1.575
_0200_,1.575
_0282_,1.575
_0290_,1.575
_0361_,1.575
_0394_,1.575
_0547_,1.575
_0749_,1.575
_0753_,1.575
_0758_,1.575
_0765_,1.575
_0869_,1.575
_1303_,1.48
_1352_,1.48
_1353_,1.48
_1407_,1.48
_1436_,1.48
_1466_,1.48
_1492_,1.48
_1508_,1.48
_1520_,1.48
_2687_,1.48
net321,1.48
net380,1.48
net492,1.48
net609,1.48
net641,1.48
net651,1.48
net800,1.48
net823,1.48
net935,1.48
net970,1.48
net971,1.48
net1042,1.48
net1059,1.48
net1074,1.48
net1217,1.48
_0154_,1.405
_0245_,1.405
_0391_,1.405
_0400_,1.405
_0425_,1.405
_0440_,1.405
_0484_,1.405
_0502_,1.405
_0541_,1.405
_0564_,1.405
_0572_,1.405
_0593_,1.405
_0622_,1.405
_0696_,1.405
_0816_,1.405
_0954_,1.405
_0994_,1.405
_2461_,1.38
_1623_,1.265
_1170_,1.14
_2559_,1.14
_2586_,1.14
_2823_,1.14
_2845_,1.14
_2853_,1.14
_2870_,1.14
_2876_,1.14
_2889_,1.14
_2944_,1.14
_2998_,1.14
_3005_,1.14
_3048_,1.14
_3054_,1.14
_3069_,1.14
_3084_,1.14
_3111_,1.14
_3125_,1.14
_3186_,1.14
_3189_,1.14
_3212_,1.14
_3301_,1.14
_3346_,1.14
_3347_,1.14
_3350_,1.14
_3358_,1.14
_3420_,1.14
_3460_,1.14
_3497_,1.14
_3548_,1.14
_3565_,1.14
_3628_,1.14
_3658_,1.14
_3675_,1.14
_3762_,1.14
_3787_,1.14
_3824_,1.14
_3837_,1.14
_3879_,1.14
_3896_,1.14
_3901_,1.14
_3902_,1.14
_3922_,1.14
_3937_,1.14
_3951_,1.14
_3985_,1.14
_3988_,1.14
_3999_,1.14
_4000_,1.14
_4001_,1.14
_4044_,1.14
_4078_,1.14
_1120_,1.02
_1401_,1.02
net292,1.02
net294,1.02
net427,1.02
net581,1.02
net666,1.02
net682,1.02
net684,1.02
net702,1.02
net730,1.02
net864,1.02
_1805_,0.92
_1993_,0.92
_2681_,0.92
_2814_,0.92
_2464_,0.8
_2543_,0.46
_2776_,0.46
_2794_,0.46
